company_id,industry
16274164,restaurants
66890963,software development
34942,non-profit organizations
145467,industrial machinery manufacturing
508668,banking
24214,staffing and recruiting
413275,staffing and recruiting
15341170,primary and secondary education
15090351,construction
1018230,wellness and fitness services
40673251,financial services
42389544,motor vehicle manufacturing
94016483,spectator sports
12960277,medical equipment manufacturing
3313368,medical practices
1003053,food and beverage manufacturing
1360319,retail
5095714,mental health care
153262,advertising services
11454058,hospitality
18620271,real estate
99361172,hospitals and health care
2413236,advertising services
15132697,higher education
3480801,education administration programs
3627,hospitals and health care
11297449,advertising services
14100,staffing and recruiting
17880405,staffing and recruiting
1149007,paper and forest product manufacturing
1438364,business consulting and services
76146101,software development
22639,retail
13395274,it services and it consulting
18081160,law practice
80123523,staffing and recruiting
32150,software development
15368688,real estate
76113972,it services and it consulting
162986,it services and it consulting
5154,investment banking
618590,business consulting and services
1236687,food and beverage services
166422,information services
80709499,business consulting and services
142560,staffing and recruiting
5367422,it services and it consulting
19010676,computers and electronics manufacturing
2217515,plastics manufacturing
11554520,staffing and recruiting
4127066,telecommunications
18519720,retail
222879,utilities
4021758,motor vehicle manufacturing
2341258,hospitals and health care
82939386,financial services
1869,it services and it consulting
3031213,religious institutions
5505,law practice
3635947,venture capital and private equity principals
659301,financial services
202484,it services and it consulting
765222,non-profit organizations
2576,it services and it consulting
9224142,it services and it consulting
2368769,it services and it consulting
2901736,real estate
100330913,software development
31639,staffing and recruiting
11856266,renewable energy semiconductor manufacturing
15075479,staffing and recruiting
10597379,oil and gas
144455,staffing and recruiting
836710,real estate
7084807,construction
2983285,recreational facilities
35508156,food and beverage services
162224,motor vehicle manufacturing
79989243,staffing and recruiting
3793529,machinery manufacturing
15262936,aviation and aerospace component manufacturing
8374,non-profit organizations
4018220,construction
28606991,software development
102148965,software development
28305,chemical manufacturing
66639490,it services and it consulting
143398,accounting
10056054,restaurants
2289840,plastics manufacturing
11334745,government administration
439723,hospitals and health care
22534,wholesale building materials
35603291,construction
77910095,wholesale building materials
82284796,financial services
1263534,wholesale building materials
3082160,"appliances, electrical, and electronics manufacturing"
56617946,retail
954757,civil engineering
734619,legal services
2568439,staffing and recruiting
11704543,software development
79797169,pharmaceutical manufacturing
95709184,it services and it consulting
68688955,it services and it consulting
10099212,construction
4514749,retail
14467750,it services and it consulting
